sponsor,image,link
student,student.png,https://cn.student.com/us/champaign-urbana/u/university-of-illinois-urbana-champaign#utm_source=Website&utm_medium=SocialMedia&utm_campaign=SRUSA&utm_content=%08uiuc_cesa_sponsorlogo
